"시도교육청","교육지원청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","1학년","2학년","3학년","주당평균수업시수(교사 1인당)","주당수업시수","수업교원수"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090001775","동두천여자중학교","03","사립","N","","190","190","190","17.9","448","25"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090001777","동두천중학교","03","사립","N","","191","191","191","18.5","407","22"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090001778","한빛누리중학교","03","사립","N","","192","192","192","18.7","504","27"
"경기도교육청","경기도동두천양주교육지원청","경기도 동두천시","S090001779","신흥중학교","03","사립","N","","191","191","191","18.0","413","23"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090001780","양주백석중학교","03","공립","N","","190","190","190","18.1","759","42"
"경기도교육청","경기도동두천양주교육지원청","경기도 양주시","S090001781","조양중학교","03","사립","N","","190","190","190","18.6","372","20"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001873","계남중학교","03","공립","N","","190","190","190","16.8","620","37"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090001874","내동중학교","03","공립","N","","231","231","231","14.5","275","19"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090001878","덕산중학교","03","공립","N","","190","190","190","18.0","1023","57"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001882","부명중학교","03","공립","N","","193","193","193","18.1","776","43"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001883","부인중학교","03","공립","N","","190","190","190","18.5","499","27"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001884","부일중학교","03","공립","N","","190","190","190","17.5","350","20"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001885","부천남중학교","03","공립","N","","191","191","191","18.8","753","40"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001886","부천동여자중학교","03","공립","N","","190","190","190","17.6","335","19"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001887","부천동중학교","03","공립","N","","190","190","190","15.5","279","18"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001888","부천부곡중학교","03","공립","N","","191","191","191","18.3","512","28"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001889","부천부흥중학교","03","공립","N","","190","190","190","18.3","532","29"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090001892","부천여월중학교","03","공립","N","","190","190","190","18.0","613","34"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001893","부천여자중학교","03","공립","N","","190","190","190","17.8","552","31"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001894","부천중학교","03","공립","N","","190","190","190","18.6","950","51"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001896","상도중학교","03","공립","N","","191","191","191","17.5","578","33"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001897","상동중학교","03","공립","N","","190","190","190","17.5","368","21"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001898","상일중학교","03","공립","N","","191","191","191","16.8","943","56"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001899","석천중학교","03","공립","N","","190","190","190","17.6","1181","67"
"경기도교육청","경기도부천교육지원청","경기도 부천시 오정구","S090001900","성곡중학교","03","공립","N","","190","190","190","18.2","617","34"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001901","성주중학교","03","공립","N","","191","191","191","18.7","749","40"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001902","소명여자중학교","03","사립","N","","190","190","190","17.2","362","21"
"경기도교육청","경기도부천교육지원청","경기도 부천시 소사구","S090001903","소사중학교","03","공립","N","","191","191","191","17.8","535","30"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001905","심원중학교","03","공립","N","","190","190","190","17.1","718","42"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001906","역곡중학교","03","공립","N","","190","190","190","18.3","895","49"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001911","중원중학교","03","공립","N","","190","190","190","18.5","703","38"
"경기도교육청","경기도부천교육지원청","경기도 부천시 원미구","S090001912","중흥중학교","03","공립","N","","190","190","190","18.8","866","46"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002174","금광중학교","03","공립","N","","190","190","190","18.2","674","37"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002176","내정중학교","03","공립","N","","190","190","190","18.1","975","54"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002177","대원중학교","03","공립","N","","190","190","190","14.8","236","16"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002178","매송중학교","03","공립","N","","190","190","190","17.9","502","28"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002180","백현중학교","03","공립","N","","190","190","190","17.8","781","44"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002181","분당중학교","03","공립","N","","190","190","190","17.3","415","24"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002182","불곡중학교","03","공립","N","","190","190","190","19.0","817","43"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002183","상원여자중학교","03","공립","N","","190","190","190","17.9","340","19"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002184","서현중학교","03","공립","N","","190","190","190","18.4","1143","62"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002185","성남동중학교","03","공립","N","","190","190","190","18.9","792","42"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002186","성남문원중학교","03","공립","N","","190","190","190","15.5","264","17"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002187","성남서중학교","03","공립","N","","190","190","190","18.1","706","39"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002188","성남여자중학교","03","공립","N","","190","190","190","17.6","598","34"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002189","성남중학교","03","공립","N","","190","190","190","15.7","283","18"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002190","동광중학교","03","사립","N","","190","190","190","15.8","285","18"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002191","성일중학교","03","사립","N","","190","190","190","17.6","741","42"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002192","송림중학교","03","사립","N","","191","191","191","17.2","327","19"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002193","수내중학교","03","공립","N","","190","190","190","18.2","1093","60"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002194","숭신중학교","03","사립","N","","190","190","190","16.9","304","18"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002195","야탑중학교","03","공립","N","","190","190","190","18.4","958","52"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002196","양영중학교","03","공립","N","","190","190","190","18.1","704","39"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002198","영성중학교","03","공립","N","","190","190","190","16.9","355","21"
"경기도교육청","경기도성남교육지원청","경기도 성남시 중원구","S090002199","은행중학교","03","공립","N","","190","190","190","17.2","431","25"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002200","이매중학교","03","공립","N","","191","191","191","17.5","912","52"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002201","장안중학교","03","공립","N","","190","190","190","16.7","367","22"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002202","정자중학교","03","공립","N","","190","190","190","19.0","379","20"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002205","청솔중학교","03","공립","N","","190","190","190","7.5","98","13"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002206","태평중학교","03","공립","N","","190","190","190","17.9","788","44"
"경기도교육청","경기도성남교육지원청","경기도 성남시 수정구","S090002207","풍생중학교","03","사립","N","","190","190","190","18.9","490","26"
"경기도교육청","경기도성남교육지원청","경기도 성남시 분당구","S090002208","하탑중학교","03","공립","N","","191","191","191","17.5","526","30"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002406","고색중학교","03","공립","N","","190","190","190","18.4","404","22"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002407","곡선중학교","03","공립","N","","191","191","191","18.1","417","23"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002408","구운중학교","03","공립","N","","190","190","190","18.4","735","40"
"경기도교육청","경기도수원교육지원청","경기도 수원시 권선구","S090002409","권선중학교","03","공립","N","","190","190","190","17.5","402","23"
